"","TXA_ITIS","TXA_Level","TXA_Name","TXA_Binomial","TXA_Parent","TXA_Author","TXA_Year","TXA_CAAB","USER","TXA_Time","TXA_Group","TXA_ReleaseDate","TXA_ExpReleaseDate","TXA_Created_At","TXA_Updated_At","TXA_WoRMsID"
"1627",73242,142,"Ocenebra",NA,73236,NA,NA,NA,"ITIS",2003-06-13 09:06:29,NA,2099-01-01,2099-01-01,NA,NA,NA
"1628",73246,143,"inornata","Ocinebrellua inornatus",-1019,"(R&eacute;cluz, 1851)",NA,NA,"ITIS",2003-06-13 09:06:29,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1629",73263,142,"Urosalpinx",NA,73236,"Stimpson, 1865",NA,NA,"ITIS",2001-09-11 15:28:20,NA,2099-01-01,2099-01-01,NA,NA,NA
"1630",73264,143,"cinerea","Urosalpinx cinerea",73263,"(Say, 1822)",NA,NA,"ITIS",2001-09-11 15:53:35,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1631",73299,142,"Eupleura",NA,73236,"H. Adams and A. Adams, 1853",NA,NA,"ITIS",2003-11-06 09:55:52,NA,2099-01-01,2099-01-01,NA,NA,NA
"1632",73301,143,"sulcidentata","Eupleura sulcidentata",73299,"Dall, 1890&nbsp;",NA,NA,"ITIS",2003-11-06 09:55:52,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1633",73311,142,"Reishia",NA,73236,"Kuroda & Habe, 1971",NA,NA,"ITIS",2003-06-16 11:16:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"1634",73726,140,"Buccinidae",NA,73228,"Rafinesque, 1813",NA,NA,"ITIS",2003-06-12 16:32:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1635",73975,142,"Neptunea",NA,73726,"R<f6>ding, 1798 2003-03-13",NA,NA,"ITIS",2003-06-12 16:32:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1636",74069,140,"Melongenidae",NA,73228,"Gill, 1867",NA,NA,"ITIS",2001-09-11 15:28:07,NA,2099-01-01,2099-01-01,NA,NA,NA
"1637",74095,142,"Busycotypus",NA,74069,"Wenz, 1943",NA,NA,"ITIS",2001-09-11 15:28:07,NA,2099-01-01,2099-01-01,NA,NA,NA
"1638",74096,143,"canaliculatus","Busycotypus canaliculatus",74095,"(Linnaeus, 1758)",NA,NA,"ITIS",2001-09-11 15:52:30,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1639",74102,140,"Nassariidae",NA,73228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640",74103,142,"Nassarius",NA,74102,"Dumeril, 1806",NA,NA,"ITIS",2001-09-11 14:09:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1641",74111,143,"obsoleta","Tritia obsoleta",-558,"(Say, 1822)","1822",NA,"ITIS",2003-06-11 16:41:48,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1642",74115,143,"fraterculus","Nassarius fraterculus",74103,"(Dunker, 1860)",NA,NA,"ITIS",2001-09-11 14:09:12,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1643",75446,140,"Pyramidellidae",NA,566849,"Gray, 1840",NA,NA,"ITIS",2001-09-11 15:27:53,NA,2099-01-01,2099-01-01,NA,NA,NA
"1644",75986,142,"Boonea",NA,75446,"Robertson, 1978",NA,NA,"ITIS",2001-09-11 15:27:53,NA,2099-01-01,2099-01-01,NA,NA,NA
"1645",75987,143,"bisuturalis","Boonea bisuturalis",75986,"(Say, 1822)",NA,NA,"ITIS",2001-09-11 15:51:34,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1646",76047,136,"Cephalaspidea",NA,78781,"P. Fischer, 1883",NA,NA,"ITIS",2001-09-11 15:27:23,NA,2099-01-01,2099-01-01,NA,NA,NA
"1647",76175,140,"Philinidae",NA,76047,"Gray, 1850",NA,NA,"ITIS",2001-09-11 15:27:23,NA,2099-01-01,2099-01-01,NA,NA,NA
"1648",76176,142,"Philine",NA,76175,"Ascanius, 1772",NA,NA,"ITIS",2001-09-11 15:27:23,NA,2099-01-01,2099-01-01,NA,NA,NA
"1649",76254,140,"Haminoeidae",NA,76047,"Pilsbry, 1895",NA,NA,"ITIS",2006-12-07 15:01:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"1650",76256,142,"Haminoea",NA,76254,"Turton and Kingston, 1830",NA,NA,"ITIS",2006-12-07 15:01:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"1651",76437,136,"Basommatophora",NA,69459,"",NA,NA,"ITIS",2003-06-13 13:56:03,NA,2099-01-01,2099-01-01,NA,NA,NA
"1652",76453,140,"Ellobiidae",NA,78782,"",NA,NA,"ITIS",2001-09-11 15:58:02,NA,2099-01-01,2099-01-01,NA,NA,NA
"1653",76456,142,"Melampus",NA,76453,"Montfort, 1810",NA,NA,"ITIS",2001-09-11 15:58:02,NA,2099-01-01,2099-01-01,NA,NA,NA
"1654",76483,140,"Lymnaeidae",NA,76437,"",NA,NA,"ITIS",2003-06-13 13:56:03,NA,2099-01-01,2099-01-01,NA,NA,NA
"1655",76525,142,"Radix",NA,76483,"Montfort, 1810",NA,NA,"ITIS",2003-06-13 13:56:03,NA,2099-01-01,2099-01-01,NA,NA,NA
"1656",76526,143,"auricularia","Radix auricularia",76525,"Linnaeus, 1758 2003-03-25",NA,NA,"ITIS",2003-06-13 13:56:03,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1657",77931,136,"Sacoglossa",NA,78781,"",NA,NA,"ITIS",2001-09-11 15:28:48,NA,2099-01-01,2099-01-01,NA,NA,NA
"1658",77970,140,"Stiligeridae",NA,77931,"",NA,NA,"ITIS",2001-09-11 15:28:48,NA,2099-01-01,2099-01-01,NA,NA,NA
"1659",77977,142,"Stiliger",NA,77970,"Ehrenberg, 1831",NA,NA,"ITIS",2001-09-11 15:59:03,NA,2099-01-01,2099-01-01,NA,NA,NA
"1660",77985,143,"fuscovittatus","Stiliger fuscovittatus",77977,"Lance, 1962",NA,NA,"ITIS",2001-09-11 15:59:03,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1661",77993,142,"Placida",NA,77970,"Trinchese, 1876",NA,NA,"ITIS",2001-09-11 15:28:48,NA,2099-01-01,2099-01-01,NA,NA,NA
"1662",77994,143,"dendritica","Placida dendritica (Atlantic form)",77993,"Alder and Hancock, 1843",NA,NA,"ITIS",2001-09-11 15:55:31,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1663",78156,136,"Nudibranchia",NA,78781,"Cuvier, 1817",NA,NA,"ITIS",2001-09-06 10:27:01,NA,2099-01-01,2099-01-01,NA,NA,NA
"1664",78165,140,"Chromodorididae",NA,78156,"",NA,NA,"ITIS",2003-07-03 14:01:02,NA,2099-01-01,2099-01-01,NA,NA,NA
"1665",78220,142,"Doriprismatica",NA,78165,"Ehrenberg, 1831",NA,NA,"ITIS",2003-07-03 14:01:02,NA,2099-01-01,2099-01-01,NA,NA,NA
"1666",78308,140,"Polyceridae",NA,78156,"Alder and Hancock, 1845",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"1667",78312,142,"Polycera",NA,78308,"Cuvier, 1817",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"1668",78317,143,"hedgpethi","Polycera hedgpethi",78312,"Er. Marcus, 1964 2000-03-31",NA,NA,"ITIS",NA,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1669",78341,142,"Thecacera",NA,566910,"Fleming, 1828",NA,NA,"ITIS",2004-05-19 10:43:07,NA,2099-01-01,2099-01-01,NA,NA,NA
"1670",78342,143,"pennigera","Thecacera pennigera",78341,"(Montagu, 1815)",NA,NA,"ITIS",2004-05-19 10:43:07,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1671",78405,140,"Goniodorididae",NA,78156,"H. and A. Adams, 1854",NA,NA,"ITIS",2001-09-11 16:11:33,NA,2099-01-01,2099-01-01,NA,NA,NA
"1672",78414,142,"Okenia",NA,78405,"Leuckart and Bronn in Menke, 1830",NA,NA,"ITIS",2001-09-11 16:11:33,NA,2099-01-01,2099-01-01,NA,NA,NA
"1673",78423,143,"plana","Okenia plana",78414,"Baba, 1960",NA,NA,"ITIS",2001-09-11 16:11:33,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1674",78471,140,"Tritoniidae",NA,78156,"Menke, 1828",NA,NA,"ITIS",2001-09-11 16:11:44,NA,2099-01-01,2099-01-01,NA,NA,NA
"1675",78472,142,"Tritonia",NA,78471,"Cuvier, 1798",NA,NA,"ITIS",2001-09-11 16:11:44,NA,2099-01-01,2099-01-01,NA,NA,NA
"1676",78480,143,"plebeia","Tritonia plebeia",78472,"Johnston, 1828",NA,NA,"ITIS",2001-09-11 16:11:44,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1677",78547,142,"Tenellia",NA,78680,"A. Costa, 1866",NA,NA,"ITIS",2001-09-06 10:27:01,NA,2099-01-01,2099-01-01,NA,NA,NA
"1678",78554,143,"adspersa","Tenellia adspersa",78547,"(Nordmann, 1845)",NA,NA,"ITIS",2001-09-06 10:27:01,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1679",78555,142,"Miesea",NA,566892,"Er. Marcus, 1961",NA,NA,"ITIS",2001-09-06 10:32:30,NA,2099-01-01,2099-01-01,NA,NA,NA
"1680",78556,143,"evelinae","Miesea evelinae",78555,"Er. Marcus, 1957",NA,NA,"ITIS",2001-09-06 10:32:30,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1681",78601,140,"Eubranchidae",NA,78156,"Odhner, 1934",NA,NA,"ITIS",2001-09-11 16:07:02,NA,2099-01-01,2099-01-01,NA,NA,NA
"1682",78602,142,"Leostyletus",NA,78601,"Forbes, 1838",NA,NA,"ITIS",2001-09-11 16:07:02,NA,2099-01-01,2099-01-01,NA,NA,NA
"1683",78612,143,"misakiensis","Leostyletus misakiensis",78602,"Baba, 1960",NA,NA,"ITIS",2001-09-11 16:07:02,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1684",78634,142,"Catriona",NA,78680,"Winckworth, 1941",NA,NA,"ITIS",2001-09-11 16:13:08,NA,2099-01-01,2099-01-01,NA,NA,NA
"1685",78639,143,"rickettsi","Catriona rickettsi",78634,"Behrens, 1984",NA,NA,"ITIS",2001-09-11 16:13:08,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1686",78680,140,"Tergipedidae",NA,78156,"Bergh, 1889",NA,NA,"ITIS",2001-09-06 10:27:01,NA,2099-01-01,2099-01-01,NA,NA,NA
"1687",78697,140,"Facelinidae",NA,78156,"Bergh, 1889",NA,NA,"ITIS",2001-09-11 15:27:24,NA,2099-01-01,2099-01-01,NA,NA,NA
"1688",78709,142,"Sakuraeolis",NA,78697,"Baba, 1965",NA,NA,"ITIS",2003-07-07 16:34:01,NA,2099-01-01,2099-01-01,NA,NA,NA
"1689",78710,143,"enosimensis","Sakuraeolis enosimensis",78709,"(Baba, 1930)",NA,NA,"ITIS",2003-07-07 16:34:01,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1690",78719,142,"Favorinus",NA,78697,"M. E. Gray, 1850",NA,NA,"ITIS",2001-09-11 15:27:24,NA,2099-01-01,2099-01-01,NA,NA,NA
"1691",78721,143,"sp.","Favorinus sp.",78719,"Er. Marcus, 1955",NA,NA,"ITIS",2001-09-11 15:50:29,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1692",78726,140,"Aeolidiidae",NA,78156,"Orbigny, 1834",NA,NA,"ITIS",2003-07-01 10:57:42,NA,2099-01-01,2099-01-01,NA,NA,NA
"1693",78737,142,"Anteaeolidiella",NA,78726,"Bergh, 1867",NA,NA,"ITIS",2003-07-01 10:57:42,NA,2099-01-01,2099-01-01,NA,NA,NA
"1694",78753,140,"Babakinidae",NA,78156,"",NA,NA,"ITIS",2001-09-11 15:29:18,NA,2099-01-01,2099-01-01,NA,NA,NA
"1695",78754,142,"Babakina",NA,78753,"Roller, 1972",NA,NA,"ITIS",2001-09-11 15:29:18,NA,2099-01-01,2099-01-01,NA,NA,NA
"1696",78755,143,"festiva","Babakina festiva",78754,"Roller, 1972",NA,NA,"ITIS",2001-09-11 15:57:30,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1697",78780,134,"Prosobranchia",NA,69459,"Milne-Edwards, 1848",NA,NA,"ITIS",2001-09-06 10:15:32,NA,2099-01-01,2099-01-01,NA,NA,NA
"1698",78781,134,"Opisthobranchia",NA,69459,"Milne-Edwards, 1848",NA,NA,"ITIS",2001-09-06 10:27:01,NA,2099-01-01,2099-01-01,NA,NA,NA
"1699",78782,136,"Archaeopulmonata",NA,69459,"",NA,NA,"ITIS",2001-09-11 15:58:02,NA,2099-01-01,2099-01-01,NA,NA,NA
"1700",78800,142,"Tralia",NA,76453,"Gray, 1840",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"1701",78801,143,"ovula","Tralia ovula",78800,"Bruguiere, 1789 2000-03-31",NA,NA,"ITIS",NA,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"1702",78807,133,"Polyplacophora",NA,69458,"Gray, 1821",NA,NA,"ITIS",2003-06-03 08:46:20,NA,2099-01-01,2099-01-01,NA,NA,NA
"1703",78810,136,"Neoloricata",NA,78807,"Bergenhayn, 1955",NA,NA,"ITIS",2003-06-03 08:46:20,NA,2099-01-01,2099-01-01,NA,NA,NA
"1704",79030,140,"Acanthochitonidae",NA,NA,"Pilsbry, 1893",NA,NA,"ITIS",2003-06-03 08:46:20,NA,2099-01-01,2099-01-01,NA,NA,NA
"1705",79033,142,"Acanthochitona",NA,79030,"Gray, 1821 2002-08-06",NA,NA,"ITIS",2003-06-03 08:46:20,NA,2099-01-01,2099-01-01,NA,NA,NA
"1706",79118,133,"Bivalvia",NA,69458,"Linnaeus, 1758",NA,NA,"ITIS",2001-08-30 13:39:46,NA,2099-01-01,2099-01-01,NA,NA,NA
"1707",79324,134,"Pteriomorphia",NA,79118,"Beurlen, 1944",NA,NA,"ITIS",2001-09-05 16:00:40,NA,2099-01-01,2099-01-01,NA,NA,NA
"1708",79325,136,"Arcoida",NA,79324,"Stoliczka, 1871",NA,NA,"ITIS",2001-09-11 16:10:04,NA,2099-01-01,2099-01-01,NA,NA,NA
"1709",79326,140,"Arcidae",NA,79325,"Lamarck, 1809",NA,NA,"ITIS",2001-09-11 16:10:04,NA,2099-01-01,2099-01-01,NA,NA,NA
"1710",79337,142,"Anadara",NA,79326,"Gray, 1847",NA,NA,"ITIS",2001-09-11 16:10:04,NA,2099-01-01,2099-01-01,NA,NA,NA
"1711",79340,143,"transversa","Anadara transversa",79337,"(Say, 1822)",NA,NA,"ITIS",2001-09-11 16:16:40,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1712",79342,143,"ovalis","Anadara ovalis",79337,"(Brugui&egrave;re, 1789)",NA,NA,"ITIS",2001-09-11 16:10:04,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1713",79450,136,"Mytiloida",NA,79324,"Ferussac, 1822",NA,NA,"ITIS",2001-09-05 16:00:40,NA,2099-01-01,2099-01-01,NA,NA,NA
"1714",79451,140,"Mytilidae",NA,79450,"Rafinesque, 1815",NA,NA,"ITIS",2001-09-05 16:00:40,NA,2099-01-01,2099-01-01,NA,NA,NA
"1715",79452,142,"Mytilus",NA,79451,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-05 16:00:40,NA,2099-01-01,2099-01-01,NA,NA,NA
"1716",79454,143,"edulis","Mytilus edulis",79452,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-05 16:00:40,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1717",79554,142,"Geukensia",NA,79451,"Van de Poel, 1959",NA,NA,"ITIS",2001-09-11 15:28:47,NA,2099-01-01,2099-01-01,NA,NA,NA
"1718",79555,143,"demissa","Geukensia demissa",79554,"(Dillwyn, 1817)",NA,NA,"ITIS",2001-09-11 15:55:25,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1719",79560,142,"Ischadium",NA,79451,"Jukes-Browne, 1905",NA,NA,"ITIS",2001-09-11 16:12:57,NA,2099-01-01,2099-01-01,NA,NA,NA
"1720",79561,143,"recurvum","Ischadium recurvum",79560,"(Rafinesque, 1820)",NA,NA,"ITIS",2001-09-11 16:12:57,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1721",79576,142,"Arcuatula",NA,79451,"Benson 1842",NA,NA,"ITIS",2001-09-11 16:14:21,NA,2099-01-01,2099-01-01,NA,NA,NA
"1722",79577,143,"senhousia","Arcuatula senhousia",79576,"Benson, 1842",NA,NA,"ITIS",2001-09-11 16:14:21,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1723",79588,136,"Pterioida",NA,79324,"Newell, 1965",NA,NA,"ITIS",2003-07-31 10:19:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"1724",79590,140,"Pteriidae",NA,79588,"Gray, 1847",NA,NA,"ITIS",2003-07-31 10:19:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"1725",79591,142,"Pinctada",NA,79590,"Roding, 1798",NA,NA,"ITIS",2003-07-31 10:19:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"1726",79611,140,"Pectinidae",NA,79856,"Rafinesque, 1815",NA,NA,"ITIS",2003-07-15 15:25:30,NA,2099-01-01,2099-01-01,NA,NA,NA
"1727",79732,142,"Argopecten",NA,79611,"di Monterosato, 1874",NA,NA,"ITIS",2003-07-15 15:25:30,NA,2099-01-01,2099-01-01,NA,NA,NA
"1728",79737,143,"irradians","Argopecten irradians",79732,"Lamarck, 1819&nbsp;",NA,NA,"ITIS",2003-07-15 15:25:30,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1729",79790,140,"Anomiidae",NA,79856,"Rafinesque, 1815",NA,NA,"ITIS",2001-09-11 15:28:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"1730",79796,142,"Anomia",NA,79790,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 15:28:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"1731",79798,143,"simplex","Anomia simplex",79796,"d'Orbigny, 1853",NA,NA,"ITIS",2003-07-15 14:43:45,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1732",79802,143,"chinensis","Anomia chinensis",79796,"Philippi, 1849",NA,NA,"ITIS",2001-09-11 15:53:15,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1733",79856,136,"Ostreoida",NA,79324,"",NA,NA,"ITIS",2001-09-11 15:28:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"1734",79857,140,"Gryphaeidae",NA,79856,"Vyalov, 1936",NA,NA,"ITIS",2005-12-07 08:28:11,NA,2099-01-01,2099-01-01,NA,NA,NA
"1735",79864,142,"Hyotissa",NA,79857,"Stenzel 1976",NA,NA,"ITIS",2005-12-07 08:28:11,NA,2099-01-01,2099-01-01,NA,NA,NA
"1736",79866,140,"Ostreidae",NA,79856,"Rafinesque, 1815",NA,NA,"ITIS",2001-09-11 15:29:09,NA,2099-01-01,2099-01-01,NA,NA,NA
"1737",79867,142,"Crassostrea",NA,79866,"Sacco, 1897",NA,NA,"ITIS",2001-09-11 15:59:34,NA,2099-01-01,2099-01-01,NA,NA,NA
"1738",79868,143,"gigas","Crassostrea gigas",79867,"(Thunberg, 1793)",NA,NA,"ITIS",2001-09-11 15:59:34,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1739",79872,143,"virginica","Crassostrea virginica",79867,"(Gmelin, 1791)",NA,NA,"ITIS",2001-09-11 16:18:22,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1740",79882,142,"Ostrea",NA,79866,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 15:29:09,NA,2099-01-01,2099-01-01,NA,NA,NA
"1741",79885,143,"edulis","Ostrea edulis",79882,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 15:56:52,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1742",80383,134,"Heterodonta",NA,79118,"Neumayr, 1884",NA,NA,"ITIS",2001-08-30 13:39:46,NA,2099-01-01,2099-01-01,NA,NA,NA
"1743",80384,136,"Veneroida",NA,80383,"H. and A. Adams, 1856",NA,NA,"ITIS",2001-08-30 13:39:46,NA,2099-01-01,2099-01-01,NA,NA,NA
"1744",80603,140,"Cyrenoididae",NA,566865,"H. and A. Adams, 1857",NA,NA,"ITIS",2001-09-11 14:07:57,NA,2099-01-01,2099-01-01,NA,NA,NA
"1745",80604,142,"Cyrenoida",NA,80603,"Joannis, 1835",NA,NA,"ITIS",2001-09-11 14:07:57,NA,2099-01-01,2099-01-01,NA,NA,NA
"1746",80605,143,"floridana","Cyrenoida floridana",80604,"Dall, 1896",NA,NA,"ITIS",2001-09-11 14:07:57,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1747",80942,140,"Mactridae",NA,566881,"Lamarck, 1809",NA,NA,"ITIS",2001-09-11 15:28:38,NA,2099-01-01,2099-01-01,NA,NA,NA
"1748",80961,142,"Rangia",NA,80942,"Desmoulins, 1832",NA,NA,"ITIS",2001-09-11 15:28:38,NA,2099-01-01,2099-01-01,NA,NA,NA
"1749",80962,143,"cuneata","Rangia cuneata",80961,"(Sowerby I, 1831)",NA,NA,"ITIS",2001-09-11 15:54:47,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1750",81032,140,"Tellinidae",NA,566879,"Blainville, 1814",NA,NA,"ITIS",2003-07-21 16:55:49,NA,2099-01-01,2099-01-01,NA,NA,NA
"1751",81033,142,"Macoma",NA,81032,"Leach, 1819 2002-02-12",NA,NA,"ITIS",2003-07-21 16:55:49,NA,2099-01-01,2099-01-01,NA,NA,NA
"1752",81258,140,"Psammobiidae",NA,566879,"Fleming, 1828",NA,NA,"ITIS",2001-09-11 16:09:15,NA,2099-01-01,2099-01-01,NA,NA,NA
"1753",81286,142,"Nuttallia",NA,81258,"Dall, 1900",NA,NA,"ITIS",2001-09-11 16:09:15,NA,2099-01-01,2099-01-01,NA,NA,NA
"1754",81289,140,"Semelidae",NA,566879,"Stoliczka, 1870",NA,NA,"ITIS",2003-08-04 12:04:40,NA,2099-01-01,2099-01-01,NA,NA,NA
"1755",81321,142,"Theora",NA,81289,"H. Adams and A. Adams, 1856",NA,NA,"ITIS",2003-08-04 12:04:40,NA,2099-01-01,2099-01-01,NA,NA,NA
"1756",81322,143,"lubrica","Theora lubrica",81321,"Gould, 1861&nbsp;",NA,NA,"ITIS",2003-08-04 12:04:40,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1757",81330,140,"Dreissenidae",NA,566874,"Gray, 1840",NA,NA,"ITIS",2001-08-30 13:39:46,NA,2099-01-01,2099-01-01,NA,NA,NA
"1758",81333,142,"Mytilopsis",NA,81330,"Conrad, 1857",NA,NA,"ITIS",2001-09-11 16:03:35,NA,2099-01-01,2099-01-01,NA,NA,NA
"1759",81335,143,"leucophaeata","Mytilopsis leucophaeata",81333,"Conrad, 1831",NA,NA,"ITIS",2001-09-11 16:03:35,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1760",81338,142,"Dreissena",NA,81330,"Beneden, 1835",NA,NA,"ITIS",2001-08-30 13:39:46,NA,2099-01-01,2099-01-01,NA,NA,NA
"1761",81339,143,"polymorpha","Dreissena polymorpha",81338,"(Pallas, 1771)",NA,NA,"ITIS",2001-08-30 13:39:46,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1762",81341,140,"Arcticidae",NA,566871,"Newton, 1891",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"1763",81342,142,"Arctica",NA,81341,"Schumacher, 1817",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"1764",81343,143,"islandica","Arctica islandica",81342,"Linnaeus, 1767&nbsp;",NA,NA,"ITIS",NA,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1765",81381,140,"Corbiculidae",NA,566875,"Gray, 1847",NA,NA,"ITIS",2001-09-05 15:35:04,NA,2099-01-01,2099-01-01,NA,NA,NA
"1766",81385,142,"Corbicula",NA,81381,"Megerle von M<fc>hlfeld, 1811",NA,NA,"ITIS",2001-09-05 15:35:04,NA,2099-01-01,2099-01-01,NA,NA,NA
"1767",81387,143,"fluminea","Corbicula fluminea",81385,"(O. F. M&uuml;ller, 1774)",NA,NA,"ITIS",2001-09-05 15:35:04,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1768",81388,140,"Pisidiidae",NA,566875,"Gray, 1857",NA,NA,"ITIS",2001-09-11 15:26:52,NA,2099-01-01,2099-01-01,NA,NA,NA
"1769",81391,142,"Sphaerium",NA,81388,"Scopoli, 1777",NA,NA,"ITIS",2001-09-11 15:28:30,NA,2099-01-01,2099-01-01,NA,NA,NA
"1770",81392,143,"corneum","Sphaerium corneum",81391,"(Linnaeus, 1758)",NA,NA,"ITIS",2001-09-11 15:54:15,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1771",81400,142,"Pisidium",NA,81388,"L. Pfeiffer, 1821",NA,NA,"ITIS",2001-09-11 15:26:52,NA,2099-01-01,2099-01-01,NA,NA,NA
"1772",81401,143,"amnicum","Pisidium amnicum",81400,"(M&uuml;ller, 1774)",NA,NA,"ITIS",2001-09-11 15:48:17,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1773",81439,140,"Veneridae",NA,566878,"Rafinesque, 1815",NA,NA,"ITIS",2001-09-11 15:59:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"1774",81463,142,"Leukoma",NA,81439,"Romer 1857",NA,NA,"ITIS",2001-09-11 16:15:34,NA,2099-01-01,2099-01-01,NA,NA,NA
"1775",81464,143,"staminea","Leukoma staminea",81463,"(Conrad, 1837)",NA,NA,"ITIS",2001-09-11 16:15:34,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1776",81477,143,"philippinarum","Ruditapes philippinarum",81439,"(A. Adams and Reeve, 1850)",NA,NA,"ITIS",2001-09-11 16:11:08,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1777",81510,142,"Gemma",NA,81439,"Deshayes, 1853",NA,NA,"ITIS",2003-07-16 15:06:01,NA,2099-01-01,2099-01-01,NA,NA,NA
"1778",81511,143,"gemma","Gemma gemma",81510,"(Totten, 1834)",NA,NA,"ITIS",2003-07-16 15:06:01,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"1779",81624,140,"Petricolidae",NA,566878,"Deshayes, 1831",NA,NA,"ITIS",2001-09-11 16:11:19,NA,2099-01-01,2099-01-01,NA,NA,NA
"1780",81649,140,"Chamidae",NA,566869,"Lamarck, 1809",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"1781",81650,142,"Chama",NA,81649,"Linnaeus, 1758 2004-04-09",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
